Name	Skin - Sun Exposed (Lower leg)
LINC00620	0
WNT7A	0.594356
VN1R20P	0.290538
FGD5P1	0.408189
TPRXL	3.01645
VN1R21P	0.187222
AC093495.4	4.72816
RP11-536I6.2	0.123786
LINC01267	0.175259
RNA5SP124	0
GRIP2	2.88469
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0898987
AC090957.2	0
LINC02011	0
AC090954.5	1.05164
RPS3AP53	0.295631
COL6A4P1	0.0985881
RNU6-454P	0
HMGN2P7	0
METTL6	2.8084
RNU6-1024P	0
EAF1-AS1	0.137755
COLQ	2.13941
MIR4270	0
RN7SL110P	0
MIR3134	0
RP11-44D5.2	0.225532
RP11-44D5.1	0.440847
RN7SL4P	0.154645
MIR563	0
IMPDH1P8	0.412614
OXNAD1	3.45292
RP11-608O8.2	0.0687783
RP11-415F23.2	2.07958
RP11-415F23.3	0.668223
RP11-415F23.4	1.1274
RP11-194G10.3	0
LINC00690	0
DAZL	0
AC091493.2	0
CDYLP1	0
PLCL2	2.58808
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.018893
RAD23BP1	0.0302941
RNU6-138P	0
KCNH8	0.724516
MIR4791	0
EFHB	0.501788
HSPA8P18	0
PP2D1	0.671913
RNU4-85P	0
SAP18P3	0.0849571
RPL39P18	0
MIR3135A	0
SGO1	0.366178
SGO1-AS1	0.0652941
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	1.06339
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	4.65286
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.205613
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0
ARL4AP4	1.13667
NKIRAS1	4.99071
LINC00691	0.0162612
RPL31P20	0
THRB-IT1	0.0933061
THRB-AS1	0.130542
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
RARB	1.57763
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	1.71123
MIR4442	0
CRIP1P2	0
AC092798.2	0.56857
TAF9BP1	0.100423
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0
LRRC3B	0.0596777
AC114877.3	0
NEK10	0.150157
MINOS1P3	0
RNU6-342P	0
RPS20P15	0
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	1.52186
RP11-222K16.1	0.479819
AC098614.3	0
LINC02084	0.161896
EOMES	0.114546
LINC01980	0
LINC01981	0
LINC01967	0
CMC1	4.94559
ZCWPW2	0.72064
FAM96AP1	0
AC093142.2	0
RBMS3	2.92003
MESTP4	0
RBMS3-AS3	0.437524
RPS12P5	0
RBMS3-AS2	0.0373837
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0.513105
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	1.78814
GADL1	0.00675073
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	4.7374
OSBPL10-AS1	0.0566065
ZNF587P1	0
ZNF860	1.03539
RPL21P40	0.094194
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.717495
RPSAP11	0.0934813
RP11-384L8.1	3.40437
RP11-384L8.2	0
KRT18P15	0.193714
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.472739
CNOT10-AS1	0
SUGT1P2	0.338133
RPL23AP43	0.211932
TRIM71	0.010509
CCR4	0.310536
SEC13P1	0.15999
SUMO2P10	0
TMPPE	1.91979
RN7SL296P	0
SUSD5	2.88301
AC123900.2	0
FBXL2	1.89016
RNU7-110P	0
RNA5SP128	0
COX6CP10	0.171166
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	1.32929
RP11-10C24.3	1.92884
RP11-10C24.1	1.65374
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21	0.0615889
ARPP21-AS1	0
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	1.51197
NBPF21P	0
RN7SKP227	0
DCLK3	0.25315
HSPD1P6	0.0555191
LINC02033	0.0515114
RP11-640L9.2	0.173714
TRANK1	3.10298
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.544062
PRADC1P1	0.558371
RPL29P11	3.52953
Y_RNA	0
UBE2D3P2	0.114253
RNU6-1301P	0
UBE2FP1	2.67723
RP11-285J16.1	1.03629
AC097359.2	0.130791
RP11-259K5.1	0.186875
RP11-259K5.2	3.79291
TCEA1P2	1.02755
RNA5SP129	0
C3orf35	4.26771
ITGA9	3.86984
RNU7-73P	0
ITGA9-AS1	2.00585
RPL21P135	0.421675
NDUFAF4P3	2.11332
MIR26A1	0
Y_RNA	0.381482
DLEC1	0.642264
PPP2R2DP1	0
Y_RNA	0
SLC22A13	0.084687
RP11-815I22.1	0
SLC22A14	0.104241
RNU6-235P	0
DLEC1P1	0
XYLB	0.955995
ACVR2B-AS1	1.3314
ACVR2B	1.32106
EXOG	2.52589
Y_RNA	0
DDTP1	0
RPL18AP7	0.258218
SCN5A	0.27673
SCN10A	0
RP11-134J21.1	0
SCN11A	0.206409
RNU6-1227P	0
TTC21A	2.60073
MIR6822	0
RP11-331G2.7	0.203363
Metazoa_SRP	0
XIRP1	0.125094
DSTNP4	0
CX3CR1	0.525508
RP11-331G2.6	0
CCR8	0.0636666
HNRNPA1P21	0.135446
RP11-241K18.2	0
EEF1A1P24	0.195527
MOBP	0.0900646
NFU1P1	0
MYRIP	1.85205
RNU4-56P	0
EIF1B-AS1	0.426472
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.13856
PGAM1P3	0.0510449
ENTPD3	4.40833
ZNF619	2.95648
RNU5B-2P	1.3234
ZNF620	0.925265
RPL5P10	0
EEF1GP3	0.0706778
RP11-528N21.1	0.147835
HMGN2P24	0
RP11-761N21.1	0.0888555
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	2.10237
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.402719
CCK	0.346186
RP11-333B11.1	0
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1-AS1	3.22147
RP4-613B23.1	1.41312
RN7SL567P	0
KLHL40	0.136764
HHATL	1.40198
HHATL-AS1	0.0339443
CCDC13	0.342078
CCDC13-AS1	0.398468
LINC02158	0.0929681
ACKR2	2.10979
RP11-70C1.3	0.0571298
RP11-141M3.6	0.527638
CYP8B1	0.227011
HNRNPA1P22	0.156309
KRBOX1-AS1	0.0530852
KRBOX1	1.02894
FAM198A	2.72957
RP11-136C24.1	0
RP11-136C24.2	0.182708
RN7SL517P	0.0904339
RP11-188P20.3	3.37399
SNRK-AS1	1.1386
Y_RNA	0
RP11-353H3.1	0.128856
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0.0771941
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.415224
RP4-555D20.2	0.601971
TOPAZ1	0
RP11-424N24.2	0
TCAIM	3.69387
LINC00694	0.399992
LINC01988	0
ZNF445	4.73098
ZNF852	2.99831
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	0.961581
RP11-944L7.4	0.288049
ZNF660	0.50007
MPRIPP1	0.358812
ZNF197-AS1	0.129992
RP11-348P10.2	3.55059
SOCS5P3	0
ZNF501	1.95489
KIF15	1.18879
TGM4	0.232933
RP11-272D20.2	0
RPL12P44	0.794389
RNU5B-3P	0
RPS24P8	1.11937
TMEM158	2.78755
U3	0
LARS2-AS1	0
LIMD1-AS1	0.300574
RN7SL145P	1.45728
RP11-697K23.3	0.0538192
SLC6A20	0.270072
RP11-852E15.1	0
CCR9	0.0547205
Y_RNA	0
CXCR6	0.617399
XCR1	3.39578
NRBF2P2	0
FLT1P1	0
CCR3	0.556192
CCR1	0.826946
UQCRC2P1	0
CCR2	0.474142
RP11-24F11.2	0.121318
CCR5	0.244117
CCRL2	0.602999
LINC02009	0.175296
LTF	2.35966
RTP3	0.133734
LRRC2	3.17343
LRRC2-AS1	0.0178318
TDGF1	0.0391598
RP11-509I21.2	0.0280847
SNORD77	0
TMIE	1.25055
PRSS46	0.134041
PRSS45	0.412976
RP11-427P5.2	0
PRSS44	0.203918
PRSS42	0.128852
MYL3	2.99827
RP11-427P5.3	0.634513
NRADDP	2.42775
MRPL57P3	0
KIF9-AS1	0.783396
KIF9	2.65918
SNORD13P3	0
RP11-447D11.3	1.51714
RP11-708J19.1	1.24011
RP11-708J19.3	0.402794
BOLA2P2	0.496187
RN7SL870P	0
CSPG5	0.669265
RP11-717D12.1	0.075832
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0.051178
CDC25A	0.711538
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0
MIR4443	0
CAMP	0.229309
MRPS18AP1	2.01386
Y_RNA	0.330736
SPINK8	0
MIR2115	0
FBXW12	0.101832
RN7SL321P	0
RP11-24C3.2	0.844566
PFKFB4	3.48927
MIR6823	0
MIR711	0
TMEM89	0.237797
CELSR3	1.43983
MIR4793	0
CELSR3-AS1	0.211947
RP11-572O6.1	0.934407
PRKAR2A-AS1	0.601632
ARIH2OS	3.52409
RP13-131K19.1	0.673176
RP13-131K19.2	0.426463
MIR425	0
MIR191	0
RP13-131K19.6	2.63299
RN7SL182P	0
MIR6890	0
RP11-694I15.7	2.39575
C3orf84	0
CCDC36	0.649759
RP11-3B7.7	0
RP11-3B7.1	0.688388
MIR4271	0
RHOA-IT1	1.23845
RNA5SP130	0
BSN-AS2	0.0144002
BSN	0.206456
BSN-AS1	0
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.699693
MIR5193	0
TRAIP	4.45427
CAMKV	0.181784
RN7SL217P	0
ACTBP13	0.245938
CTD-2330K9.2	0
CTD-2330K9.3	0.0694097
RBM5-AS1	3.9392
MIR566	0
GNAT1	0.0366253
SLC38A3	0.305104
MIR5787	0
XXcos-LUCA16.1	0.264654
U73166.2	0.764532
SEMA3B-AS1	0.878883
LSMEM2	0.321344
HYAL3	2.40445
RASSF1-AS1	2.51928
ZMYND10-AS1	0
ZMYND10	0.860569
CACNA2D2	3.10224
CYB561D2	4.028
RNA5SP131	0
C3orf18	3.92007
HEMK1	3.70831
RP11-804H8.7	0
MIR4787	0
DOCK3	4.74503
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
GRM2	2.03289
IQCF6	0
IQCF4	0
IQCF3	0
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.0740299
RP11-155D18.13	0.598586
GPR62	0.233854
POC1A	3.16899
ALDOAP1	0
RP11-330H6.6	0.052465
TLR9	0.641323
RP5-1157M23.2	0.542221
MIRLET7G	0
GLYCTK	3.71713
GLYCTK-AS1	0.220396
MIR135A1	0
DNAH1	4.01504
RP11-168J18.6	0.433439
RNU6-856P	0
RNU6ATAC16P	0.252328
SNORD19B	0
SNORD19	0
SNORD19B	0.573331
SNORD19	0
SNORD69	0
RP5-966M1.7	0.259732
RP5-966M1.5	0
RP5-966M1.4	0
ITIH1	0.107503
ITIH3	1.54996
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.379221
RP11-5O17.1	0.527435
SERBP1P3	0.374273
Y_RNA	0
CACNA1D	0.707415
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	0.581022
CHDH	3.96562
IL17RB	2.72046
RP11-884K10.7	2.3208
CABYRP1	0
CACNA2D3	0.977563
RPS15P5	0.244389
ESRG	0.765619
CACNA2D3-AS1	0.035213
LRTM1	0
RP11-889D3.1	0
LINC02017	0.299594
LINC02030	0.290082
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	3.06503
WNT5A-AS1	0.392153
RP11-875H7.5	0
ERC2	0.0652526
RP11-58O15.1	0
ERC2-IT1	0
MIR3938	0
RN7SKP45	0
RNA5SP133	0
ARHGEF3-AS1	0
SPATA12	0.123111
RP11-157F20.3	0.0486092
IL17RD	2.46774
RP11-157F20.1	0
HESX1	1.8882
ASB14	1.61325
DNAH12	0.054854
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
ARF4-AS1	0.975877
RNU6ATAC26P	0
DENND6A-AS1	0.848097
RP11-755B10.3	0.0134132
PDHA1P1	0
PPIAP16	0.0769157
FLNB-AS1	4.2702
RP11-456N14.4	0.0434498
RP11-456N14.6	0.0785104
DNASE1L3	2.94131
RP11-80H18.3	0.320373
RP11-80H18.4	0.563847
RP11-802O23.4	0
RP11-802O23.3	2.33767
RP11-359I18.5	0.212176
ACOX2	4.90038
RP11-359I18.1	0
RP11-475O23.2	0
FAM3D-AS1	0
FAM3D	2.15549
C3orf67	0.170309
C3orf67-AS1	0
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	3.03074
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	0.307997
FEZF2	0.0178918
CADPS	0.689449
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0
KRT8P35	0
UBL5P3	0
SYNPR	0.0196086
SYNPR-AS1	0
RNA5SP134	0
SNTN	0
AC136289.1	0.171684
C3orf49	0.10799
THOC7-AS1	0.0559763
SCAANT1	0.753696
PSMD6-AS2	3.32666
RP11-245J9.5	3.03577
RP11-245J9.6	1.42068
PRICKLE2-AS1	0.166775
U3	0
LINC00994	0
PRICKLE2-AS2	0
PRDX3P4	0.0598517
PRICKLE2-AS3	0
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9	3.08954
ADAMTS9-AS1	0.235811
ADAMTS9-AS2	0.730649
LINC02040	0
RP11-88H12.2	1.61166
ILF2P1	0.169345
RPL17P17	0
MAGI1-IT1	1.55278
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	0.225988
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.124021
FAM19A1	0.0203454
COPS8P2	0.0655706
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.894549
FAM19A4	0
RNA5SP135	0
CTD-2013N24.2	1.38042
MIR3136	0
LMOD3	0.135926
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
RP11-298C2.1	0
FOXP1-AS1	0.0466849
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0.0289111
RP11-154H23.3	0.151227
RP11-154H23.4	0
GPR27	2.77935
PROK2	0.183242
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.0492718
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0
RP11-433A10.3	0
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	1.59777
Metazoa_SRP	0
FTH1P23	0.723464
RNU7-19P	0
EBLN2	2.92692
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0
CTD-2006M22.2	0.386428
RP11-451J24.1	0
LINC02005	0.0967247
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
CNTN3	1.39981
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.69129
MYLKP1	0
OR7E66P	0
OR7E22P	0.269534
OR7E55P	0
RP11-803B1.2	0.136104
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.505727
FAM86DP	3.97807
LINC02018	0.466077
ENPP7P2	0.380226
SNRPCP10	0
CTD-2026G6.3	0.219519
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0.280676
UNC93B3	0.28541
RPL23AP49	0.426633
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0.0295187
RARRES2P1	0
FRG2C	0.0198413
DUX4L26	0.632971
LINC00960	1.74958
ZNF717	3.84687
ROBO2	0.902596
Y_RNA	0
RP11-550F7.1	0.413631
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0.143423
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.0329674
RP11-564P9.1	0
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
CADM2	0.284072
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0
THAP12P2	0
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
PPATP1	0
LINC00506	0.182033
MIR4795	0
POU1F1	0
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.250011
CBX5P1	0.204822
ABCF2P1	0
RP11-249L12.1	0
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	1.05353
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0.0192012
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0
RNU6-488P	0
Y_RNA	0
RNU6-511P	0
ARL13B	4.53495
HMGN1P7	0.426981
STX19	4.63641
DHFR2	2.90774
NSUN3	4.15854
RBBP4P2	0.186128
ARMC10P1	0.101846
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0
RP11-598F17.2	0
HNRNPKP4	0.985967
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
MTRNR2L12	2.28981
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.0344827
RP11-529P9.1	0
RP11-389G6.3	0
ARL6	2.49764
RP11-389G6.5	0
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.251008
RPL38P4	0
RP11-227H4.5	0
GPR15	0.112513
RP11-227H4.1	0
WWP1P1	0.0249337
ST3GAL6-AS1	0.952481
PDLIM1P4	2.93902
RNU6-26P	0.389655
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
COL8A1	2.28835
RP11-383I23.2	0.172982
CMSS1	4.88779
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0
LNP1	1.38904
ADGRG7	0.0109429
SNORA31	0
GMFBP1	0
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.150001
ZNF90P1	0.113619
RP11-144C15.1	0
RP11-144C15.2	0.708579
Y_RNA	0
FAM172BP	0
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	1.84083
PDCL3P4	2.00123
CEP97	2.91955
NXPE3	2.38781
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0.0307357
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
RP11-93B21.1	0
Y_RNA	0
Y_RNA	0
LINC00882	0.157164
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0
DUBR	2.15963
RP11-446H18.5	0.0499593
RP11-446H18.1	0.210963
RP11-446H18.6	0.159574
CCDC54	0.0219483
LINC01990	0.0478641
LINC00635	0
LINC00636	0.0472097
RP11-861A13.3	0.353179
LINC01215	0.0379868
HHLA2	0.0140802
HNRNPA1P17	0
MYH15	0.931307
RP11-381E24.1	1.11171
KIAA1524	1.32481
SNORA70	0
RP11-381E24.4	0
DZIP3	3.56946
RP11-148O7.2	0
RETNLB	0
TRAT1	0.261659
GUCA1C	0
MORC1	0
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0.0583659
Y_RNA	0
RP11-553A10.1	0.0631656
PVRL3-AS1	0.0956692
NECTIN3	1.01527
CD96	0.325061
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	1.60739
RP11-402J7.2	0
PLCXD2	0.518839
PLCXD2-AS1	0
TAGLN3	0.149397
RFKP2	0
TMPRSS7	0.227444
MIR567	1.51348
SLC9C1	0.717868
RP11-757F18.3	0.970804
RP11-90K6.1	0.108835
RP11-231E6.3	0
RP11-231E6.1	0.181348
BTLA	0.146031
OR7E100P	0
RP11-147G7.3	0.0302157
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	0.826608
RP11-484K9.4	0
GTPBP8	4.10923
RP11-572M11.4	0.148533
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.116331
CFAP44	4.26305
RP11-553D4.2	0.326896
CFAP44-AS1	0.0460168
MIR8076	0
SIDT1	0.974588
SIDT1-AS1	0
MIR4446	0
RN7SL767P	0.277451
USF3	4.83123
RP11-271C24.3	0.697108
RP11-271C24.2	0
RP11-435F17.1	0.354986
RP11-435F17.3	2.13343
VPS26AP1	0.106494
RP11-255E6.6	0.19098
ZDHHC23	4.04977
RP11-255E6.5	0.14932
RP11-274J15.2	0
DRD3	0
RP11-553L6.2	0
RP11-553L6.3	0
ZNF80	0.0864536
TIGIT	0.140152
ZBTB20	0.49141
ZBTB20-AS1	0.0429643
ZBTB20-AS5	0
ZBTB20-AS2	0
MIR4796	0
ZBTB20-AS3	0
YBX1P3	0
ZBTB20-AS4	0.0591533
RP11-190P13.2	0
EIF4E2P2	0
GAP43	0.39152
RP11-326J18.1	0
LSAMP	2.73761
RN7SL815P	0
LSAMP-AS1	0
LINC00903	0
RN7SL582P	0
BZW1P2	0.433171
TUSC7	0
MIR4447	0
LINC00901	0
LINC00901	0
RNU5E-8P	0
PTMAP8	0.270195
RNU6-1200P	0
RP11-384F7.2	0.223268
RP11-768G7.1	0
LINC02024	0
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11	1.15155
IGSF11-AS1	0
C3orf30	0
UPK1B	0.695379
B4GALT4-AS1	0.0302761
RPS26P21	0.337527
ARHGAP31-AS1	0.796725
RNU6-1127P	0
RP11-190C22.8	0
CD80	0.0689642
RP11-190C22.9	0
ADPRH	3.54768
PLA1A	0.945734
RPL10P7	0.128716
POPDC2	4.96305
MAATS1	1.57684
RP11-169N13.4	0
NR1I2	0.0304468
PHBP8	0
RP11-767L7.1	0
RP11-767L7.2	0
RP11-18H7.1	0.50229
RN7SL762P	0
RN7SL397P	0
GPR156	0.303374
Y_RNA	0
RP11-174O3.1	0.0688022
RP11-174O3.3	0.115199
RP11-174O3.6	0
RP11-174O3.4	0
RP11-359H3.4	0
RP11-359H3.1	0
HGD	0.292676
MTCO1P29	0
MTCO2P29	0
NAP1L1P3	0.0659663
LINC02049	0
STXBP5L	0.0353615
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.702183
RPL7AP11	0.887941
ARGFX	0
FBXO40	0.0983857
RN7SL172P	0
RNU4-62P	0
EAF2	0.760772
SLC15A2	0.850494
ILDR1	1.76831
Y_RNA	0
CD86	1.19011
CASR	0.00345153
HNRNPA1P23	0
WDR5B	3.87278
RP11-299J3.8	1.73294
RP11-299J3.6	0
RP11-592P9.3	0
PARP15	0.546597
EIF4BP8	0
SEMA5B	0.64618
RP11-797D24.3	0.318204
ADCY5	3.34448
MYLK-AS1	1.95876
MYLK-AS2	0.105093
RP11-9N20.3	0.500451
SNORA5	0
ROPN1	0.437404
KALRN	2.12795
MIR5002	0
RPL7P15	0.147626
MIR6083	0
RNU6-143P	0
MIR544B	0
RP11-71H17.1	0
ITGB5-AS1	0.47935
RP11-71H17.8	0.663969
ENO1P3	0.0721115
MUC13	0.0298585
RNA5SP137	0
SLC12A8	1.30427
RNU6-230P	0
MIR5092	0
DUTP1	0.210045
RP11-775J23.2	0
RNU6-232P	0
Y_RNA	0
Y_RNA	1.50856
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0.0592124
OR7E29P	0.0932462
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0
RP11-379B18.1	0.34274
MIR548I1	0
RPS3AP14	0.092487
SNRPCP11	0
RP11-379B18.5	1.16621
ENPP7P4	0.511455
RP11-666A20.4	0.596973
FAM86JP	1.67283
RP11-666A20.3	0.211518
ROPN1B	1.96996
RP11-158I23.1	0
RP11-124N2.1	0.799892
ALDH1L1	2.44045
ALDH1L1-AS1	0.230969
RNU1-30P	0
ALDH1L1-AS2	0.0732293
RP11-71E19.1	0.560502
RP11-71E19.2	0.15496
CCDC37-AS1	0
CFAP100	0.0399346
RP11-203H19.2	0.271474
UROC1	0.0106136
CHST13	0.166798
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
RP11-390G14.1	0.652269
NUP210P1	0
RP11-605F14.2	0
RCC2P4	0
RP11-61K12.2	0.159743
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	0
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.376832
MIR6825	0
MIR7976	0
KBTBD12	0.292737
RNA5SP139	0
